Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
Xavier Tillman,MEM,F,70.5,140,-,-,-,"1,254.00",-1.0,,,22
Kessler Edwards,SAC,F,70.5,140,-,-,-,"1,309.20",-1.0,,,22
Duane Washington,NYK,G,70.5,140,-,-,-,"1,363.60",-1.0,,,22
Olivier Sarr,OKC,C,70.5,140,-,-,-,"1,492.60",-1.0,,,22
Amida Brimah,FA,C,70.5,140,-,-,-,"1,152.40",-1.0,,,22
Vlatko Cancar,DEN,F,70.5,140,-,-,-,"1,448.60",-1.0,,,22
Chimezie Metu,PHO,C,70.5,140,-,-,-,"1,258.73",-1.0,,,22
R.J. Hampton,FA,G,70.5,140,-,-,-,"1,309.70",-1.0,,,22
Chris Chiozza,FA,G,70.5,140,-,-,-,"1,174.86",-1.0,,,22
Haywood Highsmith,MIA,F,70.5,140,-,-,-,"1,336.70",-1.0,,,22
Jaylen Adams,FA,G,70.5,140,-,-,-,"1,485.60",-1.0,,,22
Garrison Mathews,ATL,G,70.5,140,-,-,-,"1,339.20",-1.0,,,22
Christian Koloko,TOR,C,70.5,140,-,-,-,"1,395.60",-1.0,,,22
MarJon Beauchamp,MIL,F,70.5,140,-,-,-,"1,470.60",-1.0,,,22
Wendell Moore,MIN,F,70.5,140,-,-,-,"1,228.60",-1.0,,,22
David Roddy,MEM,F,70.5,140,-,-,-,"1,332.60",-1.0,,,22
Dalano Banton,BOS,G,70.5,140,-,-,-,"1,174.75",-1.0,,,22
Andrew Nembhard,IND,G,70.5,140,-,-,-,"1,289.07",-1.0,,,22
Malaki Branham,SAS,G,70.5,140,-,-,-,"1,282.07",-1.0,,,22
Romeo Langford,UTA,F,70.5,140,-,-,-,"1,433.60",-1.0,,,22
Jock Landale,HOU,C,70.5,140,-,-,-,"1,215.50",-1.0,,,22
Kenrich Williams,OKC,F,70.5,140,-,-,-,"1,334.20",-1.0,,,22
JT Thor,CHA,F,70.5,140,-,-,-,"1,221.37",-1.0,,,22
Derrick Favors,FA,C,70.5,140,-,-,-,"1,360.20",-1.0,,,22
Raul Neto,FA,G,70.5,140,-,-,-,"1,357.70",-1.0,,,22
Serge Ibaka,FA,C,70.5,140,-,-,-,"1,302.40",-1.0,,,22
Davis Bertans,OKC,F,70.5,140,-,-,-,"1,288.20",-1.0,,,22
Garrett Temple,TOR,G,70.5,140,-,-,-,"1,455.60",-1.0,,,22
Trey Burke,FA,G,70.5,140,-,-,-,"1,435.60",-1.0,,,22
Nathan Knight,NYK,C,70.5,140,-,-,-,"1,431.60",-1.0,,,22
Sam Hauser,BOS,F,70.5,140,-,-,-,"1,323.20",-1.0,,,22
Aaron Nesmith,IND,F,70.5,140,-,-,-,"1,325.70",-1.0,,,22
Trevelin Queen,ORL,G,70.5,140,-,-,-,"1,466.60",-1.0,,,22
Corey Kispert,WAS,G,70.5,140,-,-,-,"1,224.80",-1.0,,,22
Dalen Terry,CHI,G,70.5,140,-,-,-,"1,398.60",-1.0,,,22
Kennedy Chandler,FA,G,70.5,140,-,-,-,"1,468.60",-1.0,,,22
Marquese Chriss,FA,C,70.5,140,-,-,-,"1,480.60",-1.0,,,22
Cory Joseph,GSW,G,70.5,140,-,-,-,"1,317.20",-1.0,,,22
Erik McCree,FA,F,70.5,140,-,-,-,"1,132.25",-1.0,,,22
Furkan Korkmaz,PHI,G,70.5,140,-,-,-,"1,329.70",-1.0,,,22
Kostas Antetokounmpo,FA,F,70.5,140,-,-,-,"1,501.60",0.12,,,22
Eric Paschall,FA,F,70.5,140,-,-,-,"1,463.60",-1.0,,,22
Usman Garuba,FA,F,70.5,140,-,-,-,"1,347.60",-1.0,,,22
Ish Wainright,PHO,F,70.5,140,-,-,-,"1,405.60",-1.0,,,22
Josh Minott,MIN,F,70.5,140,-,-,-,"1,443.60",-1.0,,,22
Daishen Nix,FA,G,70.5,140,-,-,-,"1,444.60",-1.0,,,22
Zeke Nnaji,DEN,F,70.5,140,-,-,-,"1,228.00",-1.0,,,22
Anthony Gill,WAS,F,70.5,140,-,-,-,"1,429.60",-1.0,,,22
Josh Okogie,PHO,F,70.5,139.96,-,-,-,"1,364.60",-1.0,,,22
Aaron Holiday,HOU,G,70.5,139.96,-,-,-,"1,392.60",-1.0,,,22
Isaiah Joe,OKC,G,70.5,139.95,-,-,-,"1,391.70",-1.0,,,22
George Hill,FA,G,70.5,139.93,-,-,-,"1,257.07",-1.0,,,22
Robin Lopez,MIL,C,70.4,139.88,-,-,-,"1,283.20",-1.0,,,22
Saben Lee,PHO,G,70.4,139.86,-,-,-,"1,440.60",-1.0,,,22
Theo Pinson,FA,G,70.4,139.83,-,-,-,"1,453.60",-1.0,,,22
Luke Kornet,BOS,C,70.4,139.82,-,-,-,"1,315.70",-1.0,,,22
Mike Muscala,WAS,C,70.4,139.77,-,-,-,"1,252.70",-1.0,,,22
Jevon Carter,CHI,G,70.4,139.77,-,-,-,"1,306.07",-1.0,,,22
Lamar Stevens,FA,F,70.4,139.76,-,-,-,"1,385.20",-1.0,,,22
Sandro Mamukelashvili,SAS,C,70.4,139.76,-,-,-,"1,320.70",-1.0,,,22
Kevin Knox,FA,F,70.4,139.76,-,-,-,"1,446.60",-1.0,,,22
Miles McBride,NYK,G,70.4,139.76,-,-,-,"1,307.07",-1.0,,,22
Wenyen Gabriel,FA,F,70.4,139.76,-,-,-,"1,417.60",-1.0,,,22
David Nwaba,FA,F,70.4,139.76,-,-,-,"1,414.60",0.08,,,22
Mfiondu Kabengele,FA,C,70.4,139.76,-,-,-,"1,339.70",-1.0,,,22
Tacko Fall,FA,C,70.4,139.76,-,-,-,"1,241.07",-1.0,,,22
Patrick Baldwin,WAS,F,70.4,139.74,-,-,-,"1,447.60",-1.0,,,22
Danuel House,PHI,F,70.4,139.73,-,-,-,"1,416.60",-1.0,,,22
AJ Griffin,ATL,F,70.4,139.73,-,-,-,"1,327.20",-1.0,,,22
Christian Braun,DEN,G,70.4,139.72,-,-,-,"1,257.07",0.04,,,22
Jared Butler,WAS,G,70.4,139.71,-,-,-,"1,232.20",-1.0,,,22
Tony Bradley,FA,C,70.3,139.69,-,-,-,"1,487.60",-1.0,,,22
Josh Jackson,FA,F,70.3,139.68,-,-,-,"1,456.60",-1.0,,,22
Louis King,FA,F,70.3,139.67,-,-,-,"1,498.60",-1.0,,,22
DeMarcus Cousins,FA,C,70.3,139.66,-,-,-,"1,187.07",-1.0,,,22
Damion Lee,PHO,G,70.3,139.58,-,-,-,"1,411.60",-1.0,,,22
Jaden Springer,PHI,G,70.3,139.57,-,-,-,"1,471.60",-1.0,,,22
JaMychal Green,FA,F,70.2,139.47,-,-,-,"1,339.20",-1.0,,,22
Brandon Boston,LAC,G,70.2,139.41,-,-,-,"1,436.60",-1.0,,,22
Troy Brown,MIN,F,70.2,139.41,-,-,-,"1,342.20",-1.0,,,22
Taurean Prince,LAL,F,70.2,139.39,-,-,-,"1,304.70",-1.0,,,22
Eric Bledsoe,FA,G,70.2,139.38,-,-,-,"1,494.60",-1.0,,,22
Justise Winslow,FA,F,70.2,139.36,-,-,-,"1,225.40",-1.0,,,22
Terrence Ross,FA,F,70.2,139.33,-,-,-,"1,204.80",-1.0,,,22
Jeremy Lamb,FA,G,70.1,139.21,-,-,-,"1,206.40",-1.0,,,22
Justin Holiday,DEN,F,70.1,139.19,-,-,-,"1,165.40",-1.0,,,22
Max Christie,LAL,G,70.1,139.16,-,-,-,"1,442.60",-1.0,,,22
Shake Milton,MIN,G,70.1,139.1,-,-,-,"1,241.00",-1.0,,,22
Georges Niang,CLE,F,70,138.94,-,-,-,"1,299.70",-1.0,,,22
Dennis Smith,BKN,G,70,138.92,-,-,-,"1,323.20",-1.0,,,22
Carmelo Anthony,FA,F,69.9,138.86,-,-,-,"1,132.30",0.04,,,22
Andre Iguodala,FA,F,69.9,138.85,-,-,-,"1,153.44",-1.0,,,22
Trendon Watford,BKN,F,69.9,138.84,-,-,-,"1,146.71",-1.0,,,22
Thaddeus Young,TOR,F,69.7,138.4,-,-,-,"1,215.40",0.04,,,22
Boban Marjanovic,FA,C,69.6,138.25,-,-,-,"1,215.93",-1.0,,,22
Delon Wright,WAS,G,69.3,137.57,-,-,-,"1,171.63",0.04,,,22
Alex Abrines,FA,G,1,-,-,-,-,"1,479.60",-1.0,,,22
Eric Demers,FA,G,1,-,-,-,-,"1,473.20",-1.0,,,22
Aminu Mohammed,FA,G,1,-,-,-,-,"1,464.20",-1.0,,,22
Jamal Cain,MIA,F,1,-,-,-,-,"1,201.40",-1.0,,,22
Jermaine Samuels,HOU,F,1,-,-,-,-,"1,489.40",-1.0,,,22
Julian Champagnie,SAS,F,1,-,-,-,-,"1,159.20",-1.0,,,22
Braxton Key,DEN,F,1,-,-,-,-,"1,499.60",-1.0,,,22
Landry Nnoko,FA,C,1,-,-,-,-,"1,173.30",-1.0,,,22
Nikola Mirotic,FA,F,1,-,-,-,-,"1,428.60",-1.0,,,22
Cartier Martin,FA,F,1,-,-,-,-,"1,132.07",-1.0,,,22
Kenneth Lofton,MEM,F,1,-,-,-,-,"1,248.40",-1.0,,,22
DJ Stewart,FA,G,1,-,-,-,-,"1,140.07",-1.0,,,22
Josh Smith,FA,F,1,-,-,-,-,"1,180.73",-1.0,,,22
Arron Afflalo,FA,G,1,-,-,-,-,"1,495.60",-1.0,,,22
Maurice Ager,FA,G,1,-,-,-,-,"1,496.60",-1.0,,,22
Derrick Alston,FA,F,1,-,-,-,-,"1,133.40",-1.0,,,22
George de Paula,FA,G,1,-,-,-,-,"1,129.07",-1.0,,,22
Jalen Adams,FA,G,1,-,-,-,-,"1,482.60",-1.0,,,22
R.J. Hunter,CHA,G,1,-,-,-,-,"1,476.60",-1.0,,,22
Matt Ryan,MIN,F,1,-,-,-,-,"1,163.25",-1.0,,,22
Jalen Adaway,FA,G,1,-,-,-,-,"1,489.60",-1.0,,,22
Zaza Pachulia,FA,C,1,-,-,-,-,"1,118.73",-1.0,,,22
Eddy Curry,FA,C,1,-,-,-,-,"1,177.70",-1.0,,,22
Tyler Honeycutt,FA,F,1,-,-,-,-,"1,156.73",-1.0,,,22
Justin Brownlee,FA,F,1,-,-,-,-,"1,322.80",-1.0,,,22
Anthony Bennett,FA,F,1,-,-,-,-,"1,180.80",-1.0,,,22
DJ Carton,FA,G,1,-,-,-,-,"1,170.73",-1.0,,,22
LiAngelo Ball,FA,G,1,-,-,-,-,"1,197.25",-1.0,,,22
Isaac Haas,FA,C,1,-,-,-,-,"1,190.73",-1.0,,,22
Bryce Alford,FA,G,1,-,-,-,-,"1,168.73",-1.0,,,22
Craig Claxton,FA,G,1,-,-,-,-,"1,156.07",-1.0,,,22
Marcus Camby,FA,C,1,-,-,-,-,"1,243.80",-1.0,,,22
Jeff Adrien,FA,F,1,-,-,-,-,"1,493.60",-1.0,,,22
Quincy Acy,FA,F,1,-,-,-,-,"1,156.70",-1.0,,,22
Nikola Jokic,DEN,C,1.2,1.3,1.62,-,1,1.04,62.88,,,23
Luka Doncic,DAL,G,2.9,2.49,2.82,-,2.8,3.45,59.48,,,23
Giannis Antetokounmpo,MIL,F,4.3,4.06,1.74,-,2.4,9,56.27,GTD,Knee,23
Joel Embiid,PHI,C,4.3,4.58,5.03,-,5,2.63,54.96,,,23
Jayson Tatum,BOS,F,5.8,5.67,8.4,-,4.2,5.06,53.99,,,23
Shai Gilgeous-Alexander,OKC,G,12.9,6.76,34.53,-,6.5,4,53.27,,,23
Stephen Curry,GSW,G,9.5,7.29,11.53,-,10.8,8.56,51.12,,,23
Tyrese Haliburton,IND,G,13.6,9.96,27.2,-,11.3,5.93,48.59,,,23
Damian Lillard,POR,G,14.6,12.17,14.09,-,19.5,12.5,47.22,,,23
Kevin Durant,PHO,F,9.6,12.48,5.75,-,9.6,10.69,42.97,,,23
James Harden,PHI,G,19.3,12.67,13.38,-,33.4,17.9,46.24,,,23
LeBron James,LAL,F,17.1,12.94,6.84,-,17.6,31.16,42.29,,,23
Anthony Davis,LAL,C,12.4,13.39,13.24,-,11.1,11.89,45.7,,,23
LaMelo Ball,CHA,G,15.8,16.19,18.52,-,16,12.61,43.87,GTD,Ankle,23
Donovan Mitchell,CLE,G,22.2,17.62,32.49,-,22.8,15.76,37.29,,,23
Domantas Sabonis,SAC,C,15.9,17.93,19.95,-,8.7,17.09,41.76,GTD,Thumb,23
Trae Young,ATL,G,14.7,18.36,10.36,-,12.9,17.2,37.33,,,23
Devin Booker,PHO,G,19.8,19.72,22.76,-,18.5,18.39,34.02,,,23
Anthony Edwards,MIN,G,18,21.63,30.06,-,7.2,13.2,28.4,,,23
Jimmy Butler,MIA,F,26,22.35,19.4,-,32.9,29.18,29.18,,,23
Kyrie Irving,DAL,G,24.7,23.43,20.48,-,34.9,20.07,30.4,,,23
Pascal Siakam,TOR,F,25,23.65,28.27,-,15.1,33,32.78,,,23
De'Aaron Fox,SAC,G,25.6,23.93,27.72,-,20.2,30.62,30.36,,,23
Ja Morant,MEM,G,37.5,26.76,7.85,-,47,68.37,32.39,OUT,Suspension,23
Jaylen Brown,BOS,F,32.5,28.97,36.99,-,20.2,43.91,21.27,,,23
DeMar DeRozan,CHI,F,34.3,29.36,23.27,-,36,48.52,22.87,,,23
Fred VanVleet,HOU,G,41.1,33.03,46.23,-,55.8,29.46,25.03,,,23
Jalen Brunson,NYK,G,40.8,34.28,55.15,-,32,41.95,19.4,,,23
Kristaps Porzingis,BOS,F,40.3,35.44,45.59,-,50.6,29.46,20.92,GTD,Foot,23
Lauri Markkanen,UTA,F,46.1,35.58,92.51,-,28,28.46,19.16,,,23
Bam Adebayo,MIA,C,28.8,35.68,21.09,-,31.5,26.81,16.84,,,23
Karl-Anthony Towns,MIN,C,24.4,37.37,11.31,-,27.8,21.31,16.84,,,23
Jaren Jackson,MEM,F,41.3,37.99,86.73,-,25.6,15.01,17.01,,,23
Dejounte Murray,ATL,G,35.8,38.74,29.9,-,41.8,32.9,17.74,,,23
Kawhi Leonard,LAC,F,34.6,38.77,20.17,-,40.2,39.35,18.32,GTD,Knee,23
Julius Randle,NYK,F,36.9,40.32,30.76,-,24.1,52.26,17.9,GTD,Ankle,23
Darius Garland,CLE,G,39.9,41.45,43.1,-,45.7,29.3,16.54,,,23
Jrue Holiday,MIL,G,48,42.27,43.82,-,62.1,43.91,16.32,,,23
Brandon Ingram,NOP,F,43.3,42.48,37.53,-,40.5,52.66,13.58,,,23
Nikola Vucevic,CHI,C,41.5,43.74,32.89,-,50.9,38.62,14.11,,,23
Zion Williamson,NOP,F,36.8,44.14,19.24,-,30.3,53.58,15.83,GTD,Hamstring,23
Bradley Beal,PHO,G,44.7,46.21,21.86,-,53.3,57.28,11.78,,,23
Zach LaVine,CHI,G,44.6,46.31,31.03,-,51.5,49.65,11.22,,,23
Paul George,LAC,G,39.4,47.81,31.38,-,42.2,36.19,13.08,GTD,Knee,23
Mikal Bridges,BKN,F,47.9,49.53,103.08,-,17.7,21.2,14.68,,,23
Jamal Murray,DEN,G,47.4,51.83,54.79,-,35,47.81,9.38,,,23
Evan Mobley,CLE,F,44.4,52.38,47.91,-,37.9,39.5,9.14,,,23
Desmond Bane,MEM,G,56.1,53.93,79.3,-,52.4,38.8,11.05,,,23
Myles Turner,IND,C,61.4,55.95,91.62,-,64.3,33.79,10.47,,,23
Nic Claxton,BKN,C,75.4,60.2,135.03,-,56.7,49.51,8.02,,,23
CJ McCollum,NOP,G,62.4,63.09,46.75,-,69.1,70.78,8.04,GTD,Thumb,23
Josh Giddey,OKC,G,57.1,64.49,58.4,-,48.8,56.59,7.12,,,23
Chris Paul,GSW,G,76.8,67.78,47.26,-,106.1,86.2,6.92,GTD,Groin,23
Chet Holmgren,OKC,C,53.4,68.66,-,-,50.5,41.07,5.55,,,23
Scottie Barnes,TOR,F,53,69.64,48.79,-,38.7,54.93,5.18,,,23
Paolo Banchero,ORL,F,53.9,71,54.74,-,28.5,61.44,4.97,,,23
Deandre Ayton,PHO,C,63.5,71.44,53.53,-,64.4,64.54,5.48,,,23
Cade Cunningham,DET,G,44.7,71.48,37.5,-,35.7,34.08,6.86,,,23
Klay Thompson,GSW,G,80.5,73.56,71.27,-,84.5,92.48,4.68,,,23
Brook Lopez,MIL,C,92.7,73.65,143.23,-,92.5,61.41,4.99,,,23
Robert Williams,BOS,C,111.4,73.88,120.33,-,146.8,104.42,5.65,,,23
Rudy Gobert,MIN,C,61.8,75.7,35.27,-,72.7,63.39,4.78,,,23
Khris Middleton,MIL,F,63.4,75.75,45.73,-,61.6,70.49,5.14,GTD,Knee,23
Tyler Herro,MIA,G,76.9,76.91,74.34,-,83.9,72.45,4.37,,,23
Jarrett Allen,CLE,C,69.9,77.94,66.69,-,75.5,59.33,4.01,,,23
Alperen Sengun,HOU,C,65.7,79.28,77.05,-,56.2,50.29,4.04,,,23
Russell Westbrook,LAC,G,88.7,79.33,83.29,-,71.7,120.56,3.33,,,23
Andrew Wiggins,GSW,F,80.2,80.35,63.04,-,73.6,103.91,2.69,,,23
Kyle Kuzma,WAS,F,72.8,80.59,85.17,-,46.1,79.2,3.33,,,23
Terry Rozier,CHA,G,81.2,80.62,65.41,-,98.7,80.07,4.83,GTD,Foot,23
Jordan Poole,WAS,G,63.1,81.54,74.14,-,43.7,52.94,4.24,,,23
Tyrese Maxey,PHI,G,66.5,81.54,59.93,-,60.4,64.07,3.22,,,23
Kevin Porter,HOU,G,99.8,83.14,83.3,-,109.7,123.05,3.82,,,23
Spencer Dinwiddie,BKN,G,91.8,84.15,88.89,-,92.1,101.97,3.35,,,23
D'Angelo Russell,LAL,G,91.3,86.43,63.44,-,118.2,97,2.44,,,23
OG Anunoby,TOR,F,70.6,86.6,86.96,-,61.7,47.14,3.13,,,23
Jakob Poeltl,TOR,C,83.6,89.13,86.62,-,83,75.62,3.04,,,23
Devin Vassell,SAS,F,91.4,89.71,94.57,-,98.9,82.41,2.57,,,23
Jerami Grant,POR,F,80.6,89.72,89.51,-,70,73.22,2.22,,,23
Aaron Gordon,DEN,F,99.3,91.48,101.47,-,87.9,116.29,1.59,,,23
Anfernee Simons,POR,G,87.1,93.5,88.68,-,81.9,84.23,1.83,,,23
Buddy Hield,IND,G,94.9,93.64,91.02,-,102.6,92.45,1.96,,,23
Clint Capela,ATL,C,91,94.85,70.52,-,99.7,98.76,1.94,,,23
Jalen Green,HOU,G,77,95.71,56.53,-,70.5,85.09,1.48,,,23
Franz Wagner,ORL,F,79.2,96.16,96.25,-,57.3,67.07,2.01,GTD,Ankle,23
Draymond Green,GSW,F,92.3,96.73,91.78,-,96.1,84.59,1.23,,,23
Keldon Johnson,SAS,F,85.5,100.08,52.73,-,73.8,115.56,1.29,,,23
Tobias Harris,PHI,F,89.8,103.15,71.17,-,86.4,98.52,0.94,,,23
Marcus Smart,MEM,G,97.2,104.14,91.75,-,99,93.98,0.9,,,23
Tre Jones,SAS,G,113.4,104.2,106,-,133.4,110.09,1.26,,,23
Michael Porter,DEN,F,90.1,104.65,82.94,-,79.6,93.28,1.38,,,23
Jusuf Nurkic,POR,C,99.5,105.82,59.81,-,111,121.31,1.01,,,23
Walker Kessler,UTA,C,91.6,106.85,148.42,-,62.2,48.76,2.63,,,23
Wendell Carter,ORL,C,94.3,107.21,86.66,-,97.9,85.24,1.11,,,23
Kelly Oubre,FA,F,154.6,107.34,135.18,-,169.4,206.28,0.68,GTD,Shoulder,23
Bojan Bogdanovic,DET,F,119.9,108.84,121.53,-,123.5,125.74,0.88,,,23
Christian Wood,FA,C,110.5,109.27,61.48,-,129.2,142.22,0.83,,,23
Jonas Valanciunas,NOP,C,88,109.52,50.35,-,89,103.05,1.07,,,23
P.J. Washington,CHA,F,113.9,110.7,113.47,-,117.7,113.68,0.79,GTD,Foot,23
Jordan Clarkson,UTA,G,116.1,111.71,119.85,-,112.2,120.63,0.9,,,23
Jalen Williams,OKC,F,83.4,115.09,-,-,75.9,59.18,1.67,,,23
Mike Conley,MIN,G,131.9,115.37,113.57,-,173.5,125.16,0.79,,,23
Derrick White,BOS,G,108.3,117.56,151.56,-,89.3,74.93,0.7,,,23
Cameron Johnson,BKN,F,103.7,117.63,125.38,-,92.8,79.17,1.2,,,23
Bobby Portis,MIL,F,121.5,118.09,108.21,-,130.5,129.18,1.07,,,23
Malcolm Brogdon,BOS,G,119.4,118.33,77.25,-,144.6,137.56,0.7,GTD,Elbow,23
Kyle Anderson,MIN,F,132.4,119.88,-,-,149.1,128.2,0.65,GTD,Eye,23
Bogdan Bogdanovic,ATL,G,147.8,120.08,126.75,-,190.8,153.53,0.73,,,23
RJ Barrett,NYK,F,99.7,120.73,56.99,-,80.5,140.71,0.69,,,23
Kevin Huerter,SAC,G,135.2,120.74,141.81,-,153.7,124.4,0.76,,,23
Josh Hart,NYK,F,116.6,121.47,116.78,-,108.1,120.11,0.88,,,23
Kemba Walker,FA,G,121.6,121.56,-,-,-,-,0.61,,,23
John Collins,UTA,F,93.6,122.59,69.69,-,100.2,81.86,1.38,,,23
Gary Trent,TOR,G,124.1,123.87,118.31,-,137.5,116.56,0.72,,,23
Mitchell Robinson,NYK,C,118.5,125.22,117.69,-,127,104.19,0.73,,,23
Austin Reaves,LAL,G,103.2,127.1,-,-,81.3,101.05,1.07,,,23
Steven Adams,MEM,C,130.7,128.58,106.44,-,143.1,144.74,0.7,GTD,Knee,23
Jaden Ivey,DET,G,110.6,128.82,97.41,-,95.8,120.34,0.46,,,23
Jonathan Isaac,ORL,F,177.4,128.95,144.15,-,179.8,256.83,0.62,GTD,Thigh,23
Dennis Schroder,TOR,G,141.5,129.42,137.03,-,152.4,147.11,0.65,,,23
Mason Plumlee,LAC,C,175.5,129.5,143.99,-,165.8,262.83,0.67,,,23
Keegan Murray,SAC,F,95.4,129.77,64.75,-,81.7,105.19,0.27,,,23
Al Horford,BOS,C,134.6,130.02,97.39,-,166.5,144.36,0.6,,,23
Immanuel Quickley,NYK,G,130.3,130.41,143.94,-,136,110.91,0.58,GTD,Ankle,23
Jabari Smith,HOU,F,90.1,130.69,73.84,-,66.1,89.75,0.41,,,23
Trey Murphy,NOP,F,107.6,133.32,-,-,110.8,78.57,0.17,,,23
Ben Simmons,BKN,F,105.7,133.57,45.6,-,118.9,124.65,0.24,,,23
Ivica Zubac,LAC,C,130.5,133.8,132.13,-,137.9,118.01,0.5,,,23
Kevon Looney,GSW,C,136.3,134.46,-,-,126.6,147.98,0.13,,,23
Miles Bridges,CHA,F,108.8,134.59,138.33,-,76.1,86.21,0.42,OUT,Suspension,23
Cole Anthony,ORL,G,146.5,134.72,118.53,-,150.8,182.12,0.51,,,23
Kyle Lowry,MIA,G,162.9,134.76,98.68,-,185.9,232.13,0.16,,,23
Markelle Fultz,ORL,G,122,134.99,134.51,-,130.7,87.66,0.2,,,23
Kelly Olynyk,UTA,C,146.9,135.06,142.78,-,168.4,141.47,0.47,,,23
Tyus Jones,WAS,G,109.3,135.25,-,-,106.4,86.37,0.24,,,23
Gordon Hayward,CHA,F,127.6,135.58,80.34,-,137.9,156.56,0.38,,,23
Bol Bol,PHO,F,222.5,135.95,-,-,172.9,358.69,0.13,,,23
Bennedict Mathurin,IND,F,130.3,136.25,121.75,-,121.3,141.94,0.37,,,23
Harrison Barnes,SAC,F,128.1,136.8,95.87,-,135.3,144.27,0.17,,,23
Jalen Duren,DET,C,119.6,136.95,140.46,-,100.5,100.32,0.18,,,23
Onyeka Okongwu,ATL,C,112.6,136.99,-,-,115,85.7,0.17,,,23
Bruce Brown,IND,G,121.1,137.21,-,-,109.2,116.81,0.05,,,23
Lonzo Ball,CHI,G,133.1,137.26,128.85,-,-,-,0.48,OFS,Knee,23
Rui Hachimura,LAL,F,184.5,137.68,151.51,-,136.9,311.93,0.13,,,23
Collin Sexton,UTA,G,125.5,137.79,72.86,-,144.4,146.8,0.17,,,23
Jaden McDaniels,MIN,F,125.5,137.85,-,-,125,113.51,0.04,GTD,Hand,23
Malik Monk,SAC,G,149,138.13,-,-,151.9,156.85,0.13,,,23
Seth Curry,DAL,G,69.6,138.22,-,-,-,"1,139.80",0.29,,,23
Kentavious Caldwell-Pope,DEN,G,156.1,138.44,159.76,-,178.9,147.45,0.17,,,23
Dillon Brooks,HOU,F,141.1,138.49,103.16,-,164.2,158.62,0.08,,,23
Saddiq Bey,ATL,F,130.2,138.58,98.73,-,139.5,144.06,0.05,,,23
Jarred Vanderbilt,LAL,F,150,138.61,146,-,160.6,154.96,0.04,,,23
Jonathan Kuminga,GSW,F,161.3,138.67,-,-,143.9,201.47,0.09,,,23
Caris LeVert,CLE,G,166.9,138.86,104.98,-,168.4,255.5,0.01,,,23
Marvin Bagley,DET,C,119.5,138.93,147.47,-,190.5,"1,143.80",0.02,,,23
Dwight Howard,FA,C,139,138.98,-,-,-,-,0.01,,,23
Monte Morris,DET,G,91.4,139.08,134.07,-,-,"1,171.80",0.22,,,23
Victor Oladipo,OKC,G,141.9,139.2,144.65,-,-,-,0.18,GTD,Knee,23
Mo Bamba,PHI,C,97,139.25,150.88,-,-,"1,156.80",-1.0,,,23
Alex Caruso,CHI,G,147.3,139.27,-,-,-,155.25,0.03,,,23
Daniel Gafford,WAS,C,121.2,139.27,-,-,129.9,94.53,0.07,,,23
DeMarcus Cousins,FA,C,139.3,139.31,-,-,-,-,0.01,,,23
Derrick Rose,MEM,G,146.4,139.31,153.45,-,-,-,0.1,,,23
Kevin Love,MIA,F,83.2,139.31,109.23,-,-,"1,183.80",0.13,,,23
Shaedon Sharpe,POR,G,132,139.35,156.43,-,113.7,118.49,0.1,,,23
Herbert Jones,NOP,F,142.7,139.35,134.75,-,167.2,129.38,0.01,,,23
Carmelo Anthony,FA,F,139.4,139.39,-,-,-,-,0.03,,,23
Tim Hardaway,DAL,G,197,139.41,128.54,-,186.6,333.49,0.01,,,23
Paul Zipser,FA,F,139.5,139.46,-,-,-,-,-1.0,,,23
Donte DiVincenzo,NYK,G,162.1,139.48,-,-,190.7,156.23,0.01,,,23
Jae Crowder,MIL,F,139.5,139.49,-,-,-,-,0.03,,,23
Luguentz Dort,OKC,F,156.7,139.54,127.62,-,153.7,205.84,0.01,,,23
Royce O'Neale,BKN,F,211.1,139.55,-,-,190.8,302.8,0.03,,,23
Davion Mitchell,SAC,G,161.9,139.56,154.41,-,191.6,-,-1.0,,,23
Killian Hayes,DET,G,216.6,139.57,-,-,191.4,318.72,0.02,,,23
Patrick Beverley,PHI,G,213.4,139.57,154.83,-,191.6,367.6,0.1,,,23
Nikola Jovic,MIA,F,223.8,139.58,147.02,-,191.6,417.02,0.02,,,23
Thaddeus Young,TOR,F,139.6,139.6,-,-,-,-,0.01,,,23
Cam Thomas,BKN,G,213.9,139.6,-,-,178.5,323.59,-1.0,,,23
Jalen Suggs,ORL,G,151.2,139.61,117.13,-,187.6,160.34,0.01,,,23
Norman Powell,LAC,G,149.5,139.64,133.67,-,166.4,158.39,-1.0,,,23
Mark Williams,CHA,C,116.2,139.64,-,-,116.1,92.88,0.02,GTD,Thumb,23
Tacko Fall,FA,C,139.7,139.65,-,-,-,-,0.12,,,23
Jeremy Sochan,SAS,F,132.1,139.65,-,-,119.1,137.49,-1.0,,,23
John Wall,FA,G,120.9,139.65,102.19,-,-,-,-1.0,GTD,Abdomen,23
Thanasis Antetokounmpo,MIL,F,139.7,139.65,-,-,-,-,0.02,,,23
Gabe Vincent,LAL,G,206.3,139.66,-,-,-,272.87,0.01,,,23
James Wiseman,DET,C,144.9,139.71,123.88,-,163.8,152.08,0.06,,,23
JaMychal Green,FA,F,139.7,139.71,-,-,-,-,0.01,,,23
Caleb Martin,MIA,F,153.5,139.73,-,-,152.1,168.68,-1.0,,,23
